video_id,participant_id,duration_sec,duration_min,fps,resolution,train_actions,validation_actions,test_timestamps,labelled_actions,unique_verb_labels,unique_noun_labels,unique_verb_classes,unique_noun_classes,actions_per_min,labelled_action_coverage
P27_02,P27,181.365,3.023,59.940,1920x1080,14,0,0,14,8,10,7,8,4.632,0.783
P27_03,P27,97.998,1.633,59.940,1920x1080,18,0,0,18,7,10,6,9,11.021,0.519
P27_04,P27,331.214,5.520,59.940,1920x1080,50,0,0,50,12,25,9,20,9.058,0.504
P27_05,P27,615.415,10.257,59.940,1920x1080,0,64,0,64,14,31,10,22,6.240,0.553
P27_06,P27,899.365,14.989,59.940,1920x1080,92,0,0,92,14,28,9,22,6.138,0.358
P27_07,P27,954.020,15.900,59.940,1920x1080,92,0,0,92,14,29,9,27,5.786,0.367
P27_101,P27,1360.200,22.670,50.000,1920x1080,473,0,0,473,24,50,21,42,20.865,0.760
P27_102,P27,522.860,8.714,50.000,1920x1080,0,0,190,0,0,0,0,0,0.000,0.000
P27_103,P27,2448.560,40.809,50.000,1920x1080,668,0,0,668,37,72,31,58,16.369,0.765
P27_104,P27,1053.300,17.555,50.000,1920x1080,350,0,0,350,26,47,24,43,19.937,0.733
P27_105,P27,977.760,16.296,50.000,1920x1080,295,0,0,295,28,50,26,39,18.103,0.596
P28_01,P28,339.022,5.650,59.940,1920x1080,90,0,0,90,14,22,11,21,15.928,0.830
P28_02,P28,506.356,8.439,59.940,1920x1080,156,0,0,156,14,22,10,20,18.485,0.901
P28_03,P28,782.498,13.042,59.940,1920x1080,154,0,0,154,16,24,14,24,11.808,0.768
P28_04,P28,453.103,7.552,59.940,1920x1080,90,0,0,90,14,18,12,17,11.918,0.796
P28_05,P28,523.757,8.729,59.940,1920x1080,76,0,0,76,11,18,10,17,8.706,0.656
P28_06,P28,744.010,12.400,59.940,1920x1080,150,0,0,150,28,33,21,31,12.097,0.822
P28_07,P28,130.797,2.180,59.940,1920x1080,16,0,0,16,7,5,7,5,7.340,0.957
P28_08,P28,336.887,5.615,59.940,1920x1080,86,0,0,86,12,14,8,14,15.317,0.798
P28_09,P28,499.065,8.318,59.940,1920x1080,131,0,0,131,19,23,16,22,15.749,0.733
P28_10,P28,60.961,1.016,59.940,1920x1080,21,0,0,21,8,7,8,7,20.669,0.747
P28_101,P28,717.700,11.962,50.000,1920x1080,120,0,0,120,21,29,15,23,10.032,0.772
P28_102,P28,416.580,6.943,50.000,1920x1080,59,0,0,59,14,15,12,13,8.498,0.425
P28_103,P28,1825.160,30.419,50.000,1920x1080,295,0,0,295,29,46,21,41,9.698,0.706
P28_104,P28,719.340,11.989,50.000,1920x1080,207,0,0,207,23,34,18,34,17.266,0.737
P28_105,P28,571.740,9.529,50.000,1920x1080,120,0,0,120,17,20,15,19,12.593,0.796
P28_106,P28,197.880,3.298,50.000,1920x1080,46,0,0,46,10,21,10,21,13.948,0.622
P28_107,P28,48.860,0.814,50.000,1920x1080,7,0,0,7,4,3,4,3,8.596,0.179
P28_108,P28,413.300,6.888,50.000,1920x1080,67,0,0,67,16,20,14,18,9.727,0.779
P28_109,P28,216.040,3.601,50.000,1920x1080,56,0,0,56,10,18,10,17,15.553,0.612
P28_11,P28,328.261,5.471,59.940,1920x1080,57,0,0,57,12,16,12,15,10.419,0.588
P28_110,P28,135.660,2.261,50.000,1920x1080,34,0,0,34,10,7,8,4,15.038,0.686
P28_111,P28,764.100,12.735,50.000,1920x1080,236,0,0,236,22,36,19,32,18.532,0.837
P28_112,P28,357.560,5.959,50.000,1920x1080,118,0,0,118,17,22,13,16,19.801,0.806
P28_113,P28,537.820,8.964,50.000,1920x1080,150,0,0,150,14,35,13,33,16.734,0.652
P28_114,P28,535.120,8.919,50.000,1920x1080,0,0,145,0,0,0,0,0,0.000,0.000
P28_115,P28,858.000,14.300,50.000,1920x1080,0,0,151,0,0,0,0,0,0.000,0.000
P28_116,P28,576.660,9.611,50.000,1920x1080,0,0,108,0,0,0,0,0,0.000,0.000
P28_117,P28,533.960,8.899,50.000,1920x1080,0,0,165,0,0,0,0,0,0.000,0.000
P28_118,P28,329.160,5.486,50.000,1920x1080,0,0,115,0,0,0,0,0,0.000,0.000
P28_12,P28,27.044,0.451,59.940,1920x1080,7,0,0,7,5,3,5,3,15.530,0.577
P28_13,P28,149.883,2.498,59.940,1920x1080,34,0,0,34,12,11,12,10,13.611,0.667
P28_14,P28,278.895,4.648,59.940,1920x1080,85,0,0,85,16,24,12,23,18.286,0.876
P28_15,P28,92.960,1.549,59.940,1920x1080,0,32,0,32,8,11,8,11,20.654,0.758
P28_16,P28,313.380,5.223,59.940,1920x1080,0,57,0,57,11,11,9,9,10.913,0.976
P28_17,P28,62.446,1.041,59.940,1920x1080,0,16,0,16,7,8,7,8,15.373,0.611
P28_18,P28,120.270,2.005,59.940,1920x1080,0,26,0,26,10,12,9,9,12.971,1.003
P28_19,P28,89.923,1.499,59.940,1920x1080,0,20,0,20,11,10,11,9,13.345,0.776
P28_20,P28,122.189,2.036,59.940,1920x1080,0,25,0,25,8,4,7,4,12.276,0.654
P28_21,P28,61.261,1.021,59.940,1920x1080,0,14,0,14,6,8,6,8,13.712,0.958
P28_22,P28,146.797,2.447,59.940,1920x1080,0,26,0,26,9,7,9,7,10.627,0.728
P28_23,P28,25.158,0.419,59.940,1920x1080,0,6,0,6,6,4,6,3,14.309,0.408
P28_24,P28,68.252,1.138,59.940,1920x1080,0,16,0,16,8,6,6,5,14.066,1.191
P28_25,P28,396.880,6.615,59.940,1920x1080,0,133,0,133,10,10,10,10,20.107,0.803
P28_26,P28,101.568,1.693,59.940,1920x1080,0,31,0,31,7,12,6,12,18.313,0.593
P29_01,P29,1350.474,22.508,59.940,1920x1080,338,0,0,338,52,55,30,41,15.017,0.711
P29_02,P29,193.560,3.226,59.940,1920x1080,69,0,0,69,19,19,15,15,21.389,0.990
P29_03,P29,2074.673,34.578,59.940,1920x1080,526,0,0,526,59,78,30,56,15.212,0.842
P29_04,P29,179.613,2.994,59.940,1920x1080,56,0,0,56,19,25,14,19,18.707,0.828
P29_05,P29,1821.737,30.362,59.940,1920x1080,0,564,0,564,64,78,37,52,18.576,0.791
P29_06,P29,169.069,2.818,59.940,1920x1080,0,45,0,45,10,14,10,11,15.970,0.728
P30_01,P30,74.875,1.248,59.940,1920x1080,30,0,0,30,7,9,6,9,24.040,0.388
P30_02,P30,237.721,3.962,59.940,1920x1080,45,0,0,45,12,21,8,18,11.358,0.647
P30_03,P30,521.204,8.687,59.940,1920x1080,146,0,0,146,33,43,22,35,16.807,0.864
P30_04,P30,710.043,11.834,59.940,1920x1080,174,0,0,174,20,35,16,21,14.703,0.757
P30_05,P30,3261.993,54.367,59.940,1920x1080,749,0,0,749,61,96,37,62,13.777,0.815
P30_06,P30,401.351,6.689,59.940,1920x1080,144,0,0,144,20,36,17,34,21.527,0.989
P30_07,P30,305.438,5.091,59.940,1920x1080,0,106,0,106,26,35,19,29,20.823,0.856
P30_08,P30,1122.140,18.702,59.940,1920x1080,0,331,0,331,43,60,23,41,17.698,0.760
P30_09,P30,433.733,7.229,59.940,1920x1080,0,170,0,170,24,38,19,30,23.517,0.948
P30_10,P30,792.558,13.209,59.940,1920x1080,254,0,0,254,29,42,21,36,19.229,1.035
P30_101,P30,628.640,10.477,50.000,1920x1080,284,0,0,284,38,39,26,31,27.106,0.850
P30_102,P30,1275.720,21.262,50.000,1920x1080,0,0,579,0,0,0,0,0,0.000,0.000
P30_103,P30,184.360,3.073,50.000,1920x1080,86,0,0,86,22,27,16,21,27.989,0.811
P30_104,P30,317.540,5.292,50.000,1920x1080,140,0,0,140,26,29,18,25,26.453,0.965
P30_105,P30,105.520,1.759,50.000,1920x1080,0,0,49,0,0,0,0,0,0.000,0.000
P30_106,P30,249.640,4.161,50.000,1920x1080,0,0,73,0,0,0,0,0,0.000,0.000
P30_107,P30,2994.160,49.903,50.000,1920x1080,926,0,0,926,84,127,41,67,18.556,0.899
P30_108,P30,575.300,9.588,50.000,1920x1080,219,0,0,219,34,34,22,31,22.840,0.770
P30_109,P30,418.160,6.969,50.000,1920x1080,197,0,0,197,35,55,22,43,28.267,0.773
P30_11,P30,344.611,5.744,59.940,1920x1080,113,0,0,113,19,26,14,24,19.674,0.972
P30_110,P30,260.100,4.335,50.000,1920x1080,123,0,0,123,27,38,20,28,28.374,0.803
P30_111,P30,1840.260,30.671,50.000,1920x1080,635,0,0,635,80,116,44,66,20.704,0.872
P30_112,P30,80.900,1.348,50.000,1920x1080,49,0,0,49,16,16,13,13,36.341,0.892
P30_113,P30,366.640,6.111,50.000,1920x1080,144,0,0,144,26,35,17,28,23.565,0.837
P30_114,P30,122.320,2.039,50.000,1920x1080,39,0,0,39,15,12,11,10,19.130,0.956
P31_01,P31,475.358,7.923,59.940,1920x1080,64,0,0,64,21,27,16,22,8.078,0.630
P31_02,P31,208.608,3.477,59.940,1920x1080,17,0,0,17,7,12,7,12,4.890,0.743
P31_03,P31,274.391,4.573,59.940,1920x1080,23,0,0,23,7,11,7,10,5.029,0.388
P31_04,P31,96.563,1.609,59.940,1920x1080,10,0,0,10,8,5,8,4,6.214,0.518
P31_05,P31,483.383,8.056,59.940,1920x1080,55,0,0,55,22,20,17,19,6.827,0.535
P31_06,P31,187.437,3.124,59.940,1920x1080,26,0,0,26,13,13,11,12,8.323,0.597
P31_07,P31,252.302,4.205,59.940,1920x1080,29,0,0,29,8,13,6,11,6.896,0.857
P31_08,P31,837.937,13.966,59.940,1920x1080,90,0,0,90,23,24,16,23,6.444,0.633
P31_09,P31,254.905,4.248,59.940,1920x1080,34,0,0,34,12,16,9,16,8.003,0.670
P31_10,P31,540.090,9.001,59.940,1920x1080,0,46,0,46,17,21,13,20,5.110,0.625
P31_11,P31,254.938,4.249,59.940,1920x1080,0,29,0,29,14,15,11,15,6.825,0.504
P31_12,P31,205.789,3.430,59.940,1920x1080,0,22,0,22,11,12,8,10,6.414,0.823
P31_13,P31,658.274,10.971,59.940,1920x1080,64,0,0,64,19,31,14,27,5.833,0.561
P31_14,P31,313.530,5.225,59.940,1920x1080,26,0,0,26,14,22,10,20,4.976,0.612
P32_01,P32,494.861,8.248,59.940,1920x1080,0,60,0,60,13,25,10,22,7.275,0.540
P32_02,P32,222.472,3.708,59.940,1920x1080,0,27,0,27,9,8,7,7,7.282,0.654
P32_03,P32,242.092,4.035,59.940,1920x1080,0,12,0,12,8,5,8,5,2.974,0.823
P32_04,P32,364.931,6.082,59.940,1920x1080,0,40,0,40,10,14,7,13,6.577,0.693
P32_05,P32,426.293,7.105,59.940,1920x1080,0,37,0,37,12,18,10,17,5.208,0.425
P32_06,P32,589.789,9.830,59.940,1920x1080,0,48,0,48,15,20,10,19,4.883,0.462
P32_07,P32,28.979,0.483,59.940,1920x1080,0,3,0,3,3,2,3,2,6.211,0.807
P32_08,P32,199.182,3.320,59.940,1920x1080,0,16,0,16,11,10,9,10,4.820,0.714
P32_09,P32,281.531,4.692,59.940,1920x1080,0,39,0,39,10,17,7,14,8.312,0.730
P32_10,P32,406.072,6.768,59.940,1920x1080,0,44,0,44,17,17,12,13,6.501,0.796
P33_101,P33,854.560,14.243,50.000,1920x1080,0,0,288,0,0,0,0,0,0.000,0.000
P33_102,P33,559.400,9.323,50.000,1920x1080,0,0,190,0,0,0,0,0,0.000,0.000
P33_103,P33,333.920,5.565,50.000,1920x1080,0,0,137,0,0,0,0,0,0.000,0.000
P33_104,P33,747.440,12.457,50.000,1920x1080,0,0,322,0,0,0,0,0,0.000,0.000
P33_105,P33,2209.580,36.826,50.000,1920x1080,0,0,760,0,0,0,0,0,0.000,0.000
P33_106,P33,411.720,6.862,50.000,1920x1080,0,0,173,0,0,0,0,0,0.000,0.000
P33_107,P33,652.880,10.881,50.000,1920x1080,0,0,217,0,0,0,0,0,0.000,0.000
P33_108,P33,235.300,3.922,50.000,1920x1080,0,0,84,0,0,0,0,0,0.000,0.000
P33_109,P33,1323.620,22.060,50.000,1920x1080,0,0,418,0,0,0,0,0,0.000,0.000
P33_110,P33,594.980,9.916,50.000,1920x1080,0,0,205,0,0,0,0,0,0.000,0.000
P33_111,P33,432.520,7.209,50.000,1920x1080,0,0,194,0,0,0,0,0,0.000,0.000
P34_101,P34,120.420,2.007,50.000,1920x1080,0,0,32,0,0,0,0,0,0.000,0.000
P34_102,P34,512.380,8.540,50.000,1920x1080,0,0,98,0,0,0,0,0,0.000,0.000
P34_103,P34,221.320,3.689,50.000,1920x1080,0,0,63,0,0,0,0,0,0.000,0.000
P34_104,P34,912.240,15.204,50.000,1920x1080,0,0,133,0,0,0,0,0,0.000,0.000
P34_105,P34,95.440,1.591,50.000,1920x1080,0,0,19,0,0,0,0,0,0.000,0.000
P34_106,P34,148.900,2.482,50.000,1920x1080,0,0,32,0,0,0,0,0,0.000,0.000
P34_107,P34,612.260,10.204,50.000,1920x1080,0,0,125,0,0,0,0,0,0.000,0.000
P34_108,P34,53.220,0.887,50.000,1920x1080,0,0,10,0,0,0,0,0,0.000,0.000
P34_109,P34,290.100,4.835,50.000,1920x1080,0,0,52,0,0,0,0,0,0.000,0.000
P34_110,P34,134.680,2.245,50.000,1920x1080,0,0,21,0,0,0,0,0,0.000,0.000
P34_111,P34,541.300,9.022,50.000,1920x1080,0,0,85,0,0,0,0,0,0.000,0.000
P34_112,P34,976.760,16.279,50.000,1920x1080,0,0,111,0,0,0,0,0,0.000,0.000
P34_113,P34,747.040,12.451,50.000,1920x1080,0,0,133,0,0,0,0,0,0.000,0.000
P35_101,P35,388.260,6.471,50.000,1920x1080,94,0,0,94,14,20,13,19,14.526,0.650
P35_102,P35,1773.980,29.566,50.000,1920x1080,0,0,370,0,0,0,0,0,0.000,0.000
P35_103,P35,1512.480,25.208,50.000,1920x1080,240,0,0,240,27,42,21,39,9.521,0.762
P35_104,P35,3350.440,55.841,50.000,1920x1080,781,0,0,781,31,54,23,47,13.986,0.778
P35_105,P35,2148.260,35.804,50.000,1920x1080,430,0,0,430,28,46,23,39,12.010,0.729
P35_106,P35,677.660,11.294,50.000,1920x1080,0,0,173,0,0,0,0,0,0.000,0.000
P35_107,P35,1640.440,27.341,50.000,1920x1080,344,0,0,344,22,44,16,36,12.582,0.874
P35_108,P35,3015.080,50.251,50.000,1920x1080,660,0,0,660,21,51,16,42,13.134,0.890
P35_109,P35,1129.480,18.825,50.000,1920x1080,283,0,0,283,21,41,17,35,15.033,0.833
P36_101,P36,702.460,11.708,50.000,1920x1080,0,0,82,0,0,0,0,0,0.000,0.000
P36_102,P36,793.840,13.231,50.000,1920x1080,0,0,126,0,0,0,0,0,0.000,0.000
P37_101,P37,1681.460,28.024,50.000,1920x1080,378,0,0,378,34,42,22,30,13.488,0.852
P37_102,P37,682.620,11.377,50.000,1920x1080,150,0,0,150,26,23,15,18,13.184,1.015
P37_103,P37,395.120,6.585,50.000,1920x1080,74,0,0,74,12,9,10,7,11.237,0.975
